graph_size,beta_exp,seed,degree,data_fit,complexity,constant,fro
80,1.0,3,6,[[-40.00013773]],35.64766593456525,-73.5150826563738,0.2535523652841764
80,1.0,3,7,[[-39.99940957]],35.77730088302808,-73.5150826563738,0.27997510842079104
80,1.0,3,8,[[-39.99755024]],35.9006969439276,-73.5150826563738,0.31508157058632896
80,1.0,3,9,[[-40.0038832]],36.08480533946463,-73.5150826563738,0.7733851338724281
80,1.0,3,10,[[-40.12518906]],34.42557749273752,-73.5150826563738,0.9198609489783384
80,1.0,4,1,[[-39.9999971]],38.21422996030263,-73.5150826563738,0.35367999123528754
80,1.0,4,2,[[-39.99980681]],43.3224690818683,-73.5150826563738,0.21673621567631382
80,1.0,4,3,[[-39.99993498]],43.83026456301384,-73.5150826563738,0.2549394217984965
80,1.0,4,4,[[-39.99982115]],43.87842219299035,-73.5150826563738,0.2855388853130505
80,1.0,4,5,[[-40.00037537]],44.486141802287975,-73.5150826563738,0.31478531546911626
80,1.0,4,6,[[-40.01661417]],40.149677261734105,-73.5150826563738,0.4769617085018223
80,1.0,4,7,[[-40.00205232]],44.45413248194455,-73.5150826563738,0.2979850447489346
80,1.0,4,8,[[-39.99749277]],44.52653135979107,-73.5150826563738,0.3219680620733836
80,1.0,4,9,[[-40.01502818]],41.898583451882885,-73.5150826563738,0.3868782530577319
80,1.0,4,10,[[-40.01016454]],44.68655502326595,-73.5150826563738,0.3281789266827298
80,10.0,0,1,[[-39.99999999]],111.34369379130791,-73.5150826563738,1.9632716080747812
80,10.0,0,2,[[-37.54314746]],233.97754488675284,-73.5150826563738,7.487169179270899
80,10.0,0,3,[[-39.18033559]],296.41711276656787,-73.5150826563738,3.962240723823873
80,10.0,0,4,[[-37.82184719]],287.3190116764043,-73.5150826563738,3.4663884962296354
80,10.0,0,5,[[-42.08928868]],313.79455116190894,-73.5150826563738,0.19800553818603703
80,10.0,0,6,[[-39.02704473]],316.23934741600164,-73.5150826563738,0.43092842522867186
80,10.0,0,7,[[-39.76042205]],320.35200324034196,-73.5150826563738,0.8207032778565012
80,10.0,0,8,[[-41.55978602]],317.55886437537254,-73.5150826563738,0.2571110758958842
80,10.0,0,9,[[-39.69769942]],318.8321934233266,-73.5150826563738,0.3243781915373378
80,10.0,0,10,[[-44.23992028]],315.0805038807612,-73.5150826563738,0.08793376691248131
80,10.0,1,1,[[-39.99999947]],147.95298446762425,-73.5150826563738,4.527966661665135
80,10.0,1,2,[[-37.65233725]],259.1673875338041,-73.5150826563738,18.128661537324128
80,10.0,1,3,[[-35.15510117]],308.67307021415587,-73.5150826563738,8.127347382325176
80,10.0,1,4,[[-39.13214155]],321.40551918460625,-73.5150826563738,2.035253317315493
80,10.0,1,5,[[-35.66460272]],315.9704732865697,-73.5150826563738,1.8501784873834457
80,10.0,1,6,[[-37.62102731]],321.51644560787963,-73.5150826563738,0.8626442718030551
80,10.0,1,7,[[-37.53575069]],322.9157865120099,-73.5150826563738,0.44366005140047027
80,10.0,1,8,[[-35.7929587]],307.81969311144644,-73.5150826563738,0.9044080482488982
80,10.0,1,9,[[-37.31627438]],322.2095038202539,-73.5150826563738,0.2232844289930238
80,10.0,1,10,[[-37.84871703]],321.623005265066,-73.5150826563738,0.20799090509037574
80,10.0,2,1,[[-39.99999778]],199.54774691037684,-73.5150826563738,16.56368423658761
80,10.0,2,2,[[-36.18366121]],284.51869103311765,-73.5150826563738,39.475840515572955
80,10.0,2,3,[[-41.99866329]],309.66027962166044,-73.5150826563738,13.372896934423123
80,10.0,2,4,[[-39.85955818]],309.02049303240267,-73.5150826563738,7.39354047146042
80,10.0,2,5,[[-40.7861297]],309.85184267305095,-73.5150826563738,3.5514517753614565
80,10.0,2,6,[[-39.05119034]],309.85566819978163,-73.5150826563738,1.4297386767202755
80,10.0,2,7,[[-39.01598114]],309.7923724384556,-73.5150826563738,1.68498857373625
80,10.0,2,8,[[-38.97046466]],309.7153784479772,-73.5150826563738,2.026534430710474
80,10.0,2,9,[[-38.5363461]],309.1452327961093,-73.5150826563738,1.7120010611716046
80,10.0,2,10,[[-40.95837706]],308.37184481190315,-73.5150826563738,7.5798449544823745
80,10.0,3,1,[[-39.99999999]],134.59250852137617,-73.5150826563738,3.280223183720361
80,10.0,3,2,[[-36.54072906]],249.28156266014483,-73.5150826563738,12.892157655384231
80,10.0,3,3,[[-36.18778345]],305.9053223670587,-73.5150826563738,7.660775804711079
80,10.0,3,4,[[-37.18166742]],324.6214150467821,-73.5150826563738,0.9480945060871901
80,10.0,3,5,[[-39.16142686]],327.5394869672981,-73.5150826563738,0.037321965653478104
80,10.0,3,6,[[-36.71156812]],325.98843970408024,-73.5150826563738,0.291632679532521
80,10.0,3,7,[[-35.70228824]],323.87225835068404,-73.5150826563738,0.22469608040624145
80,10.0,3,8,[[-34.79236092]],320.334685428402,-73.5150826563738,1.0005655605909385
80,10.0,3,9,[[-38.06514286]],326.1306131337562,-73.5150826563738,1.5202731151062372
80,10.0,3,10,[[-36.78936389]],325.54390443490223,-73.5150826563738,0.08874157109344981
80,10.0,4,1,[[-39.99999998]],286.75646063433254,-73.5150826563738,166.74403787423623
80,10.0,4,2,[[-32.42067458]],315.40810109001694,-73.5150826563738,125.35371368796575
80,10.0,4,3,[[-32.5150608]],320.76964946139447,-73.5150826563738,35.44626810748852
80,10.0,4,4,[[-43.14967308]],298.81469759723433,-73.5150826563738,0.052313222266240196
80,10.0,4,5,[[-32.64017205]],321.95667479221567,-73.5150826563738,92.65000969696106
80,10.0,4,6,[[-32.60237124]],321.9825378584607,-73.5150826563738,93.25035608173515
80,10.0,4,7,[[-32.58887728]],321.9399507163081,-73.5150826563738,91.40445448428225
80,10.0,4,8,[[-31.92055857]],319.89173655349805,-73.5150826563738,10.497512879492836
80,10.0,4,9,[[-31.76903129]],319.66302722166495,-73.5150826563738,7.855556532014909
80,10.0,4,10,[[-32.4359781]],321.8622583321752,-73.5150826563738,93.76216773044155
160,0.01,0,1,[[-80.00000517]],-2.689852997636274,-147.0301653127476,0.03297296226654936
160,0.01,0,2,[[-80.00009372]],-2.6777989901750234,-147.0301653127476,0.03653113799004785
160,0.01,0,3,[[-79.99999733]],-2.301581027756725,-147.0301653127476,0.10534238637524268
160,0.01,0,4,[[-79.9990198]],-2.2989982886939875,-147.0301653127476,0.10463458881658429
160,0.01,0,5,[[-79.99977619]],-2.1757615508168135,-147.0301653127476,0.1459214674760236
160,0.01,0,6,[[-79.99788948]],-2.2067575774989696,-147.0301653127476,0.1395364586159204
160,0.01,0,7,[[-80.00027517]],-2.0038852785095496,-147.0301653127476,0.1714215470712991
160,0.01,0,8,[[-80.00382505]],-1.8181937177607825,-147.0301653127476,0.2104453419597452
160,0.01,0,9,[[-80.01455853]],-23.709408353305513,-147.0301653127476,0.8852427692128407
160,0.01,0,10,[[-79.99052124]],-1.5397282474223057,-147.0301653127476,0.27933849587360393
160,0.01,1,1,[[-79.99999976]],17.13967273927639,-147.0301653127476,0.06496018448507523
160,0.01,1,2,[[-79.99996456]],17.214816636569434,-147.0301653127476,0.02040213644238448
160,0.01,1,3,[[-79.99955229]],17.347558619763337,-147.0301653127476,0.061569377420175285
160,0.01,1,4,[[-79.99993477]],18.30062908856066,-147.0301653127476,0.6770321135201042
160,0.01,1,5,[[-80.00074858]],19.61071038452242,-147.0301653127476,0.19580549726160026
160,0.01,1,6,[[-80.0026262]],19.532631080058575,-147.0301653127476,0.1833735759405216
160,0.01,1,7,[[-80.01168875]],19.411922293983,-147.0301653127476,0.17136184547046923
160,0.01,1,8,[[-79.99438769]],19.94137977544767,-147.0301653127476,0.23580731479009923
160,0.01,1,9,[[-80.23304489]],1.1115781708682422,-147.0301653127476,0.7170343898808832
160,0.01,1,10,[[-80.01496652]],20.413772756652634,-147.0301653127476,0.2527129675019171
160,0.01,2,1,[[-80.00002406]],-10.851368584050103,-147.0301653127476,0.1267690201342384
160,0.01,2,2,[[-80.00001012]],-10.687865486714625,-147.0301653127476,0.14260144035085137
160,0.01,2,3,[[-79.99985093]],-10.488199174154715,-147.0301653127476,0.18233310000575464
160,0.01,2,4,[[-79.99991216]],-9.757144894285839,-147.0301653127476,0.1676795375475081
160,0.01,2,5,[[-79.99965223]],-9.720993986082991,-147.0301653127476,0.1568034434081474
160,0.01,2,6,[[-79.99993475]],-8.247440411517086,-147.0301653127476,0.24588499512759113
160,0.01,2,7,[[-79.999916]],-8.343079527406845,-147.0301653127476,0.23905157379318798
160,0.01,2,8,[[-79.9979035]],-8.447679799130956,-147.0301653127476,0.23068565266286417
160,0.01,2,9,[[-79.99967557]],-9.634919689132316,-147.0301653127476,0.4420056668509461
160,0.01,2,10,[[-80.01179615]],-8.555527631941807,-147.0301653127476,0.21432761191865501
160,0.01,3,1,[[-79.99999947]],6.416591784676591,-147.0301653127476,0.07127330651598698
160,0.01,3,2,[[-80.00000887]],8.294050866173087,-147.0301653127476,0.21632820350336482
160,0.01,3,3,[[-79.99999887]],8.355739507973219,-147.0301653127476,0.23346149744876754
160,0.01,3,4,[[-80.00006235]],8.40369420520157,-147.0301653127476,0.23096179851579338
160,0.01,3,5,[[-79.99967869]],8.472546542211576,-147.0301653127476,0.23140880743707118
160,0.01,3,6,[[-79.99957103]],8.469928311782805,-147.0301653127476,0.2317051726848124
160,0.01,3,7,[[-79.98259483]],8.44968547998664,-147.0301653127476,0.23314866727680245
160,0.01,3,8,[[-79.99316754]],8.459789869347437,-147.0301653127476,0.23215080660397025
160,0.01,3,9,[[-79.99843985]],-2.9687933287670263,-147.0301653127476,0.9512672730883942
160,0.01,3,10,[[-79.98513511]],8.436605917719184,-147.0301653127476,0.23618071209984629
160,0.01,4,1,[[-79.9999815]],9.52821202054736,-147.0301653127476,0.0458980146731592
160,0.01,4,2,[[-79.99990745]],9.804356760055093,-147.0301653127476,0.11822805860224726
160,0.01,4,3,[[-79.99960965]],9.846355715184725,-147.0301653127476,0.11613517770356735
160,0.01,4,4,[[-79.99972285]],9.853356760688904,-147.0301653127476,0.11933727964671668
160,0.01,4,5,[[-80.00023927]],10.052883830236018,-147.0301653127476,0.12881520990113857
160,0.01,4,6,[[-80.00013369]],10.120139586855684,-147.0301653127476,0.1358101379077856
160,0.01,4,7,[[-80.00137709]],10.192983500121723,-147.0301653127476,0.14917647911221155
160,0.01,4,8,[[-79.99209936]],10.151778006279779,-147.0301653127476,0.14297473161026816
160,0.01,4,9,[[-79.99029635]],10.14997917020686,-147.0301653127476,0.14332814583668066
160,0.01,4,10,[[-80.08252248]],-27.163474503420673,-147.0301653127476,0.9932313208901075
160,0.1,0,1,[[-80.00003669]],4.5037544974956605,-147.0301653127476,0.017284244143890615
160,0.1,0,2,[[-79.99998155]],4.513807708601046,-147.0301653127476,0.0028116335803409992
160,0.1,0,3,[[-79.99999757]],4.89084457580928,-147.0301653127476,0.10156467248934342
160,0.1,0,4,[[-80.00120629]],4.894597101916839,-147.0301653127476,0.09971229900315674
160,0.1,0,5,[[-80.00015632]],5.014116184235028,-147.0301653127476,0.14376604534613868
160,0.1,0,6,[[-79.99759987]],4.980317875766795,-147.0301653127476,0.1344522184388578
160,0.1,0,7,[[-80.00131333]],5.196748353021008,-147.0301653127476,0.1807711774951435
160,0.1,0,8,[[-80.00474059]],5.379465251122455,-147.0301653127476,0.22449747716097995
160,0.1,0,9,[[-80.01091247]],-8.286322600975495,-147.0301653127476,0.9965032414562279
160,0.1,0,10,[[-79.9913199]],5.638668802000009,-147.0301653127476,0.28442708229073177
160,0.1,1,1,[[-79.99999995]],24.225833361273494,-147.0301653127476,0.09277907127524064
160,0.1,1,2,[[-79.99996344]],24.40278921559607,-147.0301653127476,0.02428088367388742
160,0.1,1,3,[[-79.99946746]],24.548107266190613,-147.0301653127476,0.06771945813684506
160,0.1,1,4,[[-79.99996079]],25.537636434282813,-147.0301653127476,0.6864702448337368
160,0.1,1,5,[[-79.99904744]],26.805955277369574,-147.0301653127476,0.19382890669950786
160,0.1,1,6,[[-80.00631451]],26.72424142370358,-147.0301653127476,0.18067622712885184
160,0.1,1,7,[[-79.99878297]],26.98478051516876,-147.0301653127476,0.22482965648551687
160,0.1,1,8,[[-79.99528285]],27.1662974457743,-147.0301653127476,0.2371625027308883
160,0.1,1,9,[[-80.14727075]],20.268599888394533,-147.0301653127476,0.47447892389408697
160,0.1,1,10,[[-80.07446364]],12.79061197870408,-147.0301653127476,0.8787815786496072
160,0.1,2,1,[[-80.00000803]],-3.5417730780471346,-147.0301653127476,0.04321657968170188
160,0.1,2,2,[[-79.99999156]],-3.487159706987761,-147.0301653127476,0.05756167302223182
160,0.1,2,3,[[-79.99997216]],-3.323844142727914,-147.0301653127476,0.11669424781091475
160,0.1,2,4,[[-79.99866355]],-2.610437621430657,-147.0301653127476,0.10687632888032876
160,0.1,2,5,[[-80.00001332]],-2.5810743758646177,-147.0301653127476,0.09511092375853782
160,0.1,2,6,[[-79.99143276]],-2.4426722076646716,-147.0301653127476,0.10113363122175911
160,0.1,2,7,[[-79.99809534]],-1.242173346341325,-147.0301653127476,0.2008204374326414
160,0.1,2,8,[[-79.99793758]],-1.3420889732599925,-147.0301653127476,0.19067905371459887
160,0.1,2,9,[[-80.15149374]],-3.8271006299506993,-147.0301653127476,0.4027407264580109
160,0.1,2,10,[[-80.05074186]],-2.4648395014399216,-147.0301653127476,0.3868079218562954
160,0.1,3,1,[[-79.99999991]],14.07370492910865,-147.0301653127476,0.08374508527979391
160,0.1,3,2,[[-80.00000707]],15.389180410766889,-147.0301653127476,0.21889777062176272
160,0.1,3,3,[[-79.99999166]],15.435075730803023,-147.0301653127476,0.23181509342269302
160,0.1,3,4,[[-80.00168314]],15.48402872866824,-147.0301653127476,0.23077311014051086
160,0.1,3,5,[[-79.99977485]],15.547438489427506,-147.0301653127476,0.23106449146802224
160,0.1,3,6,[[-79.9996357]],15.546637210976897,-147.0301653127476,0.23133200572120363
160,0.1,3,7,[[-80.00006793]],15.547491171583934,-147.0301653127476,0.23185768177316887
160,0.1,3,8,[[-79.99268921]],15.536577911486692,-147.0301653127476,0.2316714720913915
160,0.1,3,9,[[-79.99882907]],4.389557339923243,-147.0301653127476,0.9533796533989779
160,0.1,3,10,[[-80.04541844]],-23.937595123682296,-147.0301653127476,0.9977888302359703
160,0.1,4,1,[[-79.99999977]],16.87927472873803,-147.0301653127476,0.07012732907909454
160,0.1,4,2,[[-79.99999975]],16.99496637060756,-147.0301653127476,0.11977205707926357
160,0.1,4,3,[[-79.99988634]],17.04329605758502,-147.0301653127476,0.12048611389876851
160,0.1,4,4,[[-80.00313498]],17.04780790905027,-147.0301653127476,0.12190477017697744
160,0.1,4,5,[[-79.99965492]],17.262855535926853,-147.0301653127476,0.13388467874401141
160,0.1,4,6,[[-80.00220667]],17.33226689265806,-147.0301653127476,0.14056214716679652
160,0.1,4,7,[[-80.01185186]],17.378137495025673,-147.0301653127476,0.14449267333350246
160,0.1,4,8,[[-79.99317044]],17.359712954726294,-147.0301653127476,0.14688671935245773
160,0.1,4,9,[[-80.02428431]],2.7517821327999714,-147.0301653127476,0.988757547392919
160,0.1,4,10,[[-80.00362787]],4.263370147419727,-147.0301653127476,0.9782783210555517
160,1.0,0,1,[[-79.99998868]],71.35221817441314,-147.0301653127476,0.3009508096501972
160,1.0,0,2,[[-80.00013141]],76.21331547395826,-147.0301653127476,0.035730466528482406
160,1.0,0,3,[[-79.99954892]],76.83435126195096,-147.0301653127476,0.14708841294018332
160,1.0,0,4,[[-80.00004294]],76.84570243468501,-147.0301653127476,0.17154205791484173
160,1.0,0,5,[[-80.00001206]],76.99359469309724,-147.0301653127476,0.28369064330063404
160,1.0,0,6,[[-79.99494618]],76.92342799292543,-147.0301653127476,0.233803853603661
160,1.0,0,7,[[-80.00270918]],77.27463090126226,-147.0301653127476,0.4310969850747236
160,1.0,0,8,[[-80.00628764]],77.3959984768331,-147.0301653127476,0.4653526197655868
160,1.0,0,9,[[-80.03420563]],51.22428799832029,-147.0301653127476,0.8570248436959331
160,1.0,0,10,[[-79.98899251]],69.74830782310178,-147.0301653127476,0.9625928988340761
160,1.0,1,1,[[-79.99999998]],93.01874954449433,-147.0301653127476,0.39733721825434465
160,1.0,1,2,[[-79.99981905]],96.43365385324975,-147.0301653127476,0.10501164828303122
160,1.0,1,3,[[-79.99766297]],96.7107922258313,-147.0301653127476,0.18942784117505687
160,1.0,1,4,[[-79.99992506]],97.73743153731711,-147.0301653127476,0.6739826900478985
160,1.0,1,5,[[-80.0004504]],98.7050433271228,-147.0301653127476,0.21140054624054752
160,1.0,1,6,[[-80.11905481]],85.7373186882919,-147.0301653127476,0.8523669950986571
160,1.0,1,7,[[-80.05690262]],98.56624702322596,-147.0301653127476,0.19042936270381813
160,1.0,1,8,[[-80.00351713]],100.19439112480525,-147.0301653127476,0.28865867859393685
160,1.0,1,9,[[-80.12736115]],71.11344741444472,-147.0301653127476,0.9921598621175252
160,1.0,1,10,[[-80.2551881]],30.846004737703424,-147.0301653127476,0.9991272727301501
160,1.0,2,1,[[-79.99998576]],66.34990527803895,-147.0301653127476,0.27915942437858454
160,1.0,2,2,[[-79.99999946]],68.52940089429696,-147.0301653127476,0.051601358269559874
160,1.0,2,3,[[-80.00000636]],68.53417803599258,-147.0301653127476,0.06811422629612414
160,1.0,2,4,[[-79.99991247]],68.99269075888368,-147.0301653127476,0.14010738163398218
160,1.0,2,5,[[-80.00178994]],68.99407901330524,-147.0301653127476,0.14575943629390842
160,1.0,2,6,[[-79.99936167]],70.2431617439944,-147.0301653127476,0.24273065248730136
160,1.0,2,7,[[-80.00056154]],70.15176909736515,-147.0301653127476,0.2291787622062777
160,1.0,2,8,[[-79.99542281]],70.05373550908595,-147.0301653127476,0.21491316412173603
160,1.0,2,9,[[-79.9966606]],69.98524525272214,-147.0301653127476,0.20283214198474214
160,1.0,2,10,[[-80.10666414]],54.248751911713846,-147.0301653127476,0.9256717942887157
160,1.0,3,1,[[-79.99999944]],84.84733468867242,-147.0301653127476,0.37958270643536884
160,1.0,3,2,[[-80.00000376]],86.33869972551811,-147.0301653127476,0.2036251026352923
160,1.0,3,3,[[-79.99993448]],86.3743286448166,-147.0301653127476,0.1884966360666936
160,1.0,3,4,[[-80.00114815]],86.40086059866718,-147.0301653127476,0.1865387883990624
160,1.0,3,5,[[-80.00027282]],86.43287319421513,-147.0301653127476,0.18931622519395427
160,1.0,3,6,[[-80.00133749]],86.44488262883141,-147.0301653127476,0.18913097348236557
160,1.0,3,7,[[-79.97074899]],86.41516149077546,-147.0301653127476,0.19032794073954573
160,1.0,3,8,[[-79.98819136]],86.43069362835118,-147.0301653127476,0.18986406245492743
160,1.0,3,9,[[-79.93044286]],86.31611395224175,-147.0301653127476,0.19314599175627223
160,1.0,3,10,[[-79.9589736]],79.27698652555569,-147.0301653127476,0.873838690195302
160,1.0,4,1,[[-79.99999972]],86.50474553063981,-147.0301653127476,0.3848532601952499
160,1.0,4,2,[[-79.99997085]],88.92103232896442,-147.0301653127476,0.148641368349964
160,1.0,4,3,[[-80.00031478]],88.92377143318211,-147.0301653127476,0.15694086998758527
160,1.0,4,4,[[-79.99999035]],89.17537896130271,-147.0301653127476,0.18443952237521094
160,1.0,4,5,[[-80.00003205]],89.52402655686399,-147.0301653127476,0.2059032558583773
160,1.0,4,6,[[-80.00031536]],89.56474455123488,-147.0301653127476,0.20622565576641416
160,1.0,4,7,[[-80.00147929]],89.5765762179622,-147.0301653127476,0.20623335271287524
160,1.0,4,8,[[-79.99296217]],89.56200526084295,-147.0301653127476,0.20590350178847314
160,1.0,4,9,[[-80.01332665]],84.6464856088201,-147.0301653127476,0.9776541986809713
160,1.0,4,10,[[-79.97344996]],86.12503707104706,-147.0301653127476,0.938996919404858
160,10.0,0,1,[[-80.]],264.47604604805167,-147.0301653127476,2.3010192434013046
160,10.0,0,2,[[-72.92635458]],498.323674578188,-147.0301653127476,10.071526458991386
160,10.0,0,3,[[-71.74138659]],611.187903148764,-147.0301653127476,6.666461401585145
160,10.0,0,4,[[-76.2072539]],642.0424946283307,-147.0301653127476,1.7410991816922678
160,10.0,0,5,[[-85.95170055]],642.4835999017093,-147.0301653127476,0.7251300155339019
160,10.0,0,6,[[-75.8993692]],648.6413923044747,-147.0301653127476,0.2496127731320666
160,10.0,0,7,[[-72.86044318]],648.3373268746589,-147.0301653127476,0.427451200785993
160,10.0,0,8,[[-71.57236717]],645.8087742814856,-147.0301653127476,0.13278143922216976
160,10.0,0,9,[[-71.12951549]],644.2264290401664,-147.0301653127476,0.16911283209100522
160,10.0,0,10,[[-74.3426198]],650.4778669464987,-147.0301653127476,0.6074442844613991
160,10.0,1,1,[[-80.0000084]],358.7862205311558,-147.0301653127476,7.056191778237129
160,10.0,1,2,[[-74.1402581]],557.2211871121532,-147.0301653127476,25.38328219077473
160,10.0,1,3,[[-78.52513183]],515.0293725624298,-147.0301653127476,19.810346453359696
160,10.0,1,4,[[-87.0408885]],648.2039354079334,-147.0301653127476,3.710854963576127
160,10.0,1,5,[[-75.12223033]],644.5394797476291,-147.0301653127476,1.0046096806331895
160,10.0,1,6,[[-74.45686497]],642.392806603859,-147.0301653127476,2.2283928701521702
160,10.0,1,7,[[-75.84542088]],645.4958337867622,-147.0301653127476,0.5017368274250306
160,10.0,1,8,[[-76.01047466]],645.4378394387925,-147.0301653127476,0.8504339057919577
160,10.0,1,9,[[-76.61803054]],639.9305859463635,-147.0301653127476,3.4851285312224465
160,10.0,1,10,[[-75.3199315]],645.6691431155568,-147.0301653127476,0.17106322146017666
160,10.0,2,1,[[-79.99999451]],434.9233281269881,-147.0301653127476,18.525430019770997
160,10.0,2,2,[[-72.10555966]],592.314963427646,-147.0301653127476,47.060696935062474
160,10.0,2,3,[[-77.69954571]],640.8216067061086,-147.0301653127476,18.3889781887033
160,10.0,2,4,[[-71.79175935]],617.1893615223017,-147.0301653127476,27.079298716755474
160,10.0,2,5,[[-77.81015992]],646.1180623683134,-147.0301653127476,3.180797595280617
160,10.0,2,6,[[-86.93579182]],636.4394811237379,-147.0301653127476,0.651509966524044
160,10.0,2,7,[[-78.15729673]],647.0726245008608,-147.0301653127476,1.3302785323824762
160,10.0,2,8,[[-77.67811893]],646.4967265380144,-147.0301653127476,1.9030493421866048
160,10.0,2,9,[[-77.54604109]],645.9392848922778,-147.0301653127476,4.069601267664543
160,10.0,2,10,[[-77.8039094]],646.4160134745321,-147.0301653127476,3.042869951577067
160,10.0,3,1,[[-80.00000001]],345.4148824127506,-147.0301653127476,5.96994715798981
160,10.0,3,2,[[-72.25310627]],541.03102711344,-147.0301653127476,20.55670133586031
160,10.0,3,3,[[-75.96230463]],616.0590653119023,-147.0301653127476,9.932243819070871
160,10.0,3,4,[[-77.11970723]],629.3519016037278,-147.0301653127476,2.783580273770722
160,10.0,3,5,[[-76.43838629]],632.3885848757425,-147.0301653127476,0.2136655057252756
160,10.0,3,6,[[-77.09739539]],631.1287994561494,-147.0301653127476,1.3665255483414447
160,10.0,3,7,[[-74.22762937]],632.1995519852543,-147.0301653127476,0.512843578551634
160,10.0,3,8,[[-73.57367004]],631.5598782076062,-147.0301653127476,0.23883371133264814
160,10.0,3,9,[[-86.02101651]],596.8750484473431,-147.0301653127476,0.753464649372794
160,10.0,3,10,[[-90.78842805]],631.8599562177336,-147.0301653127476,2.680355053161249
160,10.0,4,1,[[-80.00000004]],551.4331036383622,-147.0301653127476,86.36195421947878
160,10.0,4,2,[[-79.72612382]],620.4860610675966,-147.0301653127476,79.08404137432575
160,10.0,4,3,[[-81.44151284]],639.7825015395347,-147.0301653127476,17.49460009248406
160,10.0,4,4,[[-82.37390807]],640.8736652637847,-147.0301653127476,11.969456022340482
160,10.0,4,5,[[-81.17608241]],641.2306002408674,-147.0301653127476,43.95450982693911
160,10.0,4,6,[[-81.58055213]],641.8812906135342,-147.0301653127476,39.69383373716376
160,10.0,4,7,[[-81.22871922]],641.5444778523683,-147.0301653127476,40.65145015875868
160,10.0,4,8,[[-81.07493584]],641.1688764491183,-147.0301653127476,46.45646911155433
160,10.0,4,9,[[-82.40864451]],640.183766401398,-147.0301653127476,4.835245438762236
160,10.0,4,10,[[-80.25020255]],639.115748630046,-147.0301653127476,11.63345213160377
