n_nodes,seed,n_train,n_test,train_time,inference_time,total_time,test_rmse,noise_variance,modulator_l2
32,42,19,7,2.289306879043579,0.02342057228088379,2.312727451324463,0.18080167353789736,1.0011795166214722e-06,0.6585235932420309
32,43,19,7,1.425724744796753,0.018239259719848633,1.4439640045166016,0.18725360840861113,1.004898111931221e-06,0.6301586756085664
32,44,19,7,1.6478972434997559,0.01821136474609375,1.6661086082458496,0.2552158992752319,1.0006641857274988e-06,0.6114521708558851
32,45,19,7,1.737774133682251,0.018192291259765625,1.7559664249420166,0.3220997332332401,1.0037207157569445e-06,0.6659471393109564
32,46,19,7,1.5280184745788574,0.018166303634643555,1.546184778213501,0.2721128781628836,1.0044852400408171e-06,0.6726086631517777
64,42,38,14,1.1756336688995361,0.014707803726196289,1.1903414726257324,0.1670100448494417,1.0025484394399127e-06,0.5823021128536849
64,43,38,14,1.4132437705993652,0.01825118064880371,1.431494951248169,0.1315441354636402,1.0002834803282276e-06,0.5683412292386358
64,44,38,14,1.2616381645202637,0.01809239387512207,1.2797305583953857,0.19820298697410246,1.002596203250427e-06,0.6358224282655646
64,45,38,14,1.6759169101715088,0.018416881561279297,1.694333791732788,0.19692724225856165,1.0011382389100846e-06,0.5843443789723072
64,46,38,14,1.623687744140625,0.01841282844543457,1.6421005725860596,0.18332798486344595,1.000769466650876e-06,0.6036581227006431
128,42,76,27,1.5355031490325928,0.01860809326171875,1.5541112422943115,0.2309723663435885,1.001455350189159e-06,0.5565535098193135
128,43,76,27,1.4897487163543701,0.01864767074584961,1.5083963871002197,0.2079587512745511,1.0001547660149338e-06,0.5498970815775094
128,44,76,27,1.4103775024414062,0.019138574600219727,1.429516077041626,0.21372911247133733,1.00046083468636e-06,0.5804939196829946
128,45,76,27,1.2487215995788574,0.014890670776367188,1.2636122703552246,0.18875553804143197,1.0011067641867072e-06,0.5522130988663315
128,46,76,27,1.3305566310882568,0.015616893768310547,1.3461735248565674,0.2057892091937746,1.0018745737774323e-06,0.560525303362033
256,42,153,52,1.4662606716156006,0.01553034782409668,1.4817910194396973,0.2864742889568212,1.0005257112614005e-06,0.5636593751122084
256,43,153,52,1.386725664138794,0.015243768692016602,1.4019694328308105,0.28821713001616567,1.0027181537660897e-06,0.5655209892300833
256,44,153,52,1.1687548160552979,0.015307903289794922,1.1840627193450928,0.2538792244437063,1.0689808279542538e-06,0.550412267455396
256,45,153,52,1.5555963516235352,0.015393257141113281,1.5709896087646484,0.31737597350595526,1.005098528485951e-06,0.5825257315851138
256,46,153,52,1.2787072658538818,0.019383907318115234,1.298091173171997,0.28644254236546834,1.0008571523105483e-06,0.5498171537785119
512,42,307,103,1.7172603607177734,0.022082090377807617,1.739342451095581,0.277419596644266,1.0007683485175983e-06,0.588492138186519
512,43,307,103,1.5209405422210693,0.018475055694580078,1.5394155979156494,0.2864476137468141,1.8932742952592812e-06,0.5730219116856639
512,44,307,103,1.0753629207611084,0.026630163192749023,1.1019930839538574,0.2929980843138918,0.001386580351055394,0.5911194064671578
512,45,307,103,1.470245599746704,0.01865863800048828,1.4889042377471924,0.29036617378373136,1.000563289688772e-06,0.5758651121323464
512,46,307,103,1.0676665306091309,0.01847219467163086,1.0861387252807617,0.27172244872692186,0.0016422246227805633,0.5938425960624096
1024,42,614,206,2.3979642391204834,0.05062723159790039,2.448591470718384,0.243836622727927,1.0082703820747003e-06,0.565154668105551
1024,43,614,206,2.472212314605713,0.04732155799865723,2.51953387260437,0.26384635851111166,1.004998407525086e-06,0.5671027860606479
1024,44,614,206,1.5616579055786133,0.03920722007751465,1.600865125656128,0.2313171261763338,0.002376823819323414,0.569479572852136
1024,45,614,206,3.2048323154449463,0.04925823211669922,3.2540905475616455,0.2576995339098563,1.023783233109922e-06,0.5721563485838111
1024,46,614,206,2.6871497631073,0.03653120994567871,2.7236809730529785,0.24223652770164525,1.0009493083258959e-06,0.5703504998796721
2048,42,1228,411,5.775382995605469,0.1713578701019287,5.9467408657073975,0.27016124975628014,0.0021360034061901323,0.5729992166615147
2048,43,1228,411,9.671332597732544,0.17217373847961426,9.843506336212158,0.28520172990754844,1.0502397142801466e-06,0.5717843481870835
2048,44,1228,411,6.605865955352783,0.17403936386108398,6.779905319213867,0.2588709646871263,0.0008825043334136643,0.5782932906166889
2048,45,1228,411,7.268519163131714,0.1741318702697754,7.442651033401489,0.276832575349707,0.0012741254342617594,0.57914876175084
2048,46,1228,411,9.07841444015503,0.17420601844787598,9.252620458602905,0.2633769959504466,1.0077735179653117e-06,0.5718681839862683
4096,42,2457,820,46.59093642234802,1.0349602699279785,47.625896692276,0.2751865406156413,0.00012072994502673601,0.5811739815087997
4096,43,2457,820,39.33886909484863,1.0418286323547363,40.38069772720337,0.2813944784486026,0.0008856867069227782,0.5754598159417026
4096,44,2457,820,38.13819360733032,1.041398048400879,39.1795916557312,0.2917584796190483,0.0008593290738134692,0.5701897601186188
4096,45,2457,820,41.866920948028564,1.0498239994049072,42.91674494743347,0.28097072484295027,0.0006672715649940654,0.5753753896275557
4096,46,2457,820,35.94259715080261,1.0485382080078125,36.991135358810425,0.2810313925519269,0.0020578460001174034,0.5744963135425599
8192,42,4915,1639,323.01591873168945,7.571649074554443,330.5875678062439,0.29997572244999343,0.00040160007289530937,0.5733520652444024
8192,43,4915,1639,305.60702419281006,7.572369813919067,313.1793940067291,0.30077985224986964,0.0015852698093648937,0.5712378575893321
8192,44,4915,1639,269.61697030067444,7.572147369384766,277.1891176700592,0.2988954799345643,0.001368441341165174,0.5740263749940644
8192,45,4915,1639,278.6649739742279,7.571655511856079,286.236629486084,0.29343595961708646,0.0009843928312206576,0.5749662069206909
8192,46,4915,1639,359.0335621833801,7.571798801422119,366.60536098480225,0.28768752435293204,0.00011055032770120297,0.5749996877467372
