iteration,best_value,best_point,regret,dataset_size,batch_mean,batch_std,batch_max,algorithm,bo_seed,bo_run,data_seed,ground_truth_best,n_nodes,batch_size,retrain_interval,graph_type
1,2.0349340278386214,139632,0.19051192679001927,2000,0.06207114508933651,1.4627520178313913,2.0349340278386214,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
2,2.0349340278386214,139632,0.19051192679001927,3000,0.03821546436031815,1.4632001403103698,2.0135177977599885,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
3,2.0349340278386214,139632,0.19051192679001927,4000,-0.05189984689642466,1.5013896004422878,1.919247309222659,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
4,2.0349340278386214,139632,0.19051192679001927,5000,0.11142018628100786,1.4253188868589772,1.969341398085271,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
5,2.091914337106009,145338,0.13353161752263176,6000,-0.06713086314583808,1.486466611826659,2.091914337106009,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
6,2.091914337106009,145338,0.13353161752263176,7000,-0.022746167849122274,1.4841410380980304,1.9651330741079327,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
7,2.091914337106009,145338,0.13353161752263176,8000,0.05529121318072237,1.4474906655243143,2.0515471269893473,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
8,2.091914337106009,145338,0.13353161752263176,9000,-0.022683727797564765,1.4483937944442762,1.9919021604426206,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
9,2.091914337106009,145338,0.13353161752263176,10000,0.02912808810063944,1.4334083158767041,2.0135177977599885,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
10,2.091914337106009,145338,0.13353161752263176,11000,-0.03436852893630083,1.4736985157286049,2.0363750656760935,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
11,2.091914337106009,145338,0.13353161752263176,12000,-0.012559410751200087,1.503944331477945,2.023138502437551,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
12,2.091914337106009,145338,0.13353161752263176,13000,-0.03778846813589865,1.4938363506093497,1.9404083499092573,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
13,2.091914337106009,145338,0.13353161752263176,14000,-0.05383923611877499,1.463161400031609,1.9110076649215717,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
14,2.091914337106009,145338,0.13353161752263176,15000,-0.0006619312628581255,1.5013038287444145,1.9001172383024307,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
15,2.091914337106009,145338,0.13353161752263176,16000,-0.0722815494324162,1.5132797925571673,1.9510462855832418,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
16,2.091914337106009,145338,0.13353161752263176,17000,-0.01170511173969873,1.4758346413881318,1.976802072304685,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
17,2.091914337106009,145338,0.13353161752263176,18000,-0.09014375628468181,1.5172008586367272,1.9219081307431212,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
18,2.091914337106009,145338,0.13353161752263176,19000,0.009366125112923626,1.4901112888358574,2.0334473526906036,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
19,2.091914337106009,145338,0.13353161752263176,20000,-0.06868523690485936,1.5067883908670805,1.908926540109489,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
20,2.091914337106009,145338,0.13353161752263176,21000,0.04228777198610881,1.4806759963897826,1.986988943451898,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
21,2.091914337106009,145338,0.13353161752263176,22000,-0.005232513955157151,1.4674930063873493,1.8933072721673545,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
22,2.091914337106009,145338,0.13353161752263176,23000,0.0781503717646699,1.4613946631504946,1.9620081619714858,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
23,2.091914337106009,145338,0.13353161752263176,24000,0.028013245956493082,1.4470541633911709,1.953306217710809,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
24,2.091914337106009,145338,0.13353161752263176,25000,-0.02008619824379757,1.5016291792062209,1.965064938143608,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
25,2.091914337106009,145338,0.13353161752263176,26000,0.030483899136112384,1.4615879226189625,1.975635030553648,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
26,2.091914337106009,145338,0.13353161752263176,27000,-0.010203351944205139,1.4797567327216667,2.0419158354157094,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
27,2.091914337106009,145338,0.13353161752263176,28000,0.0465233719527499,1.4602110326267588,1.9954429228156498,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
28,2.091914337106009,145338,0.13353161752263176,29000,0.04342554331851249,1.48545603100323,1.9960567961272269,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
29,2.091914337106009,145338,0.13353161752263176,30000,-0.04926866893548997,1.492645645224759,1.9451841092510773,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
30,2.091914337106009,145338,0.13353161752263176,31000,-0.045947679146109,1.486180367195777,2.0305853796222593,random_search,100,1,42,2.2254459546286407,1000000,1000,10000,circle
1,1.9756745100021362,166194,0.24977144462650447,2000,0.012371601999551092,1.4734488216621506,1.9246307652750116,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
2,1.9917510194233765,161273,0.2336949352052642,3000,0.06145165378320713,1.4343985954635579,1.9917510194233765,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
3,1.9999513826120867,123513,0.22549457201655398,4000,-0.018703019702755008,1.4796919522015604,1.9999513826120867,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
4,1.9999513826120867,123513,0.22549457201655398,5000,0.007304827727216132,1.4451173544605136,1.9180157790605077,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
5,1.9999513826120867,123513,0.22549457201655398,6000,-0.016828959798293384,1.4808466762823587,1.990476570213941,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
6,1.9999513826120867,123513,0.22549457201655398,7000,0.00874686277948929,1.47559692424724,1.96627649419018,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
7,1.9999513826120867,123513,0.22549457201655398,8000,-0.0758543342139717,1.4923933404965688,1.9346351196517875,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
8,1.9999513826120867,123513,0.22549457201655398,9000,0.10247365607994914,1.448934141257017,1.987485016302124,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
9,1.9999513826120867,123513,0.22549457201655398,10000,0.050955960967741444,1.4688633375290754,1.9195403214795284,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
10,1.9999513826120867,123513,0.22549457201655398,11000,-0.027260049576388414,1.5057027452978655,1.93236281359135,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
11,1.9999513826120867,123513,0.22549457201655398,12000,0.03633186752020157,1.444212324594208,1.9874529189564771,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
12,1.9999513826120867,123513,0.22549457201655398,13000,-0.022863740942727192,1.478056982517512,1.9118584713294835,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
13,1.9999513826120867,123513,0.22549457201655398,14000,0.05171916097618477,1.4763096407662823,1.9583476169328047,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
14,1.9999513826120867,123513,0.22549457201655398,15000,0.06446114841766584,1.43643210213774,1.94800242461906,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
15,1.9999513826120867,123513,0.22549457201655398,16000,0.008763562420516412,1.4623494969091801,1.9616773890199188,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
16,1.9999513826120867,123513,0.22549457201655398,17000,-0.006507700819073362,1.4786136389573175,1.9999513826120867,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
17,1.9999513826120867,123513,0.22549457201655398,18000,0.02886508158947997,1.4820626393543168,1.9307725583858877,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
18,2.0243201204881762,174257,0.20112583414046448,19000,-0.043680003706543735,1.5044352625047268,2.0243201204881762,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
19,2.0243201204881762,174257,0.20112583414046448,20000,0.0440141545146976,1.432827342664937,1.9840342909416973,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
20,2.0243201204881762,174257,0.20112583414046448,21000,-0.06123072706827363,1.5031371253385792,1.9812706207996778,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
21,2.0243201204881762,174257,0.20112583414046448,22000,-0.025958717973462213,1.486918785987526,1.9081180211905382,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
22,2.0243201204881762,174257,0.20112583414046448,23000,0.014054179238934771,1.4927262843923463,1.9418425390390635,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
23,2.0243201204881762,174257,0.20112583414046448,24000,-0.023976150004160465,1.4747254822955227,2.0151414858297985,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
24,2.0243201204881762,174257,0.20112583414046448,25000,0.029959478197561003,1.4695232934942228,1.9776414096152635,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
25,2.0243201204881762,174257,0.20112583414046448,26000,-0.04121156849522126,1.4556648910665635,1.91710982227094,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
26,2.0243201204881762,174257,0.20112583414046448,27000,0.05819465797232854,1.4679632072886193,1.9170599869802314,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
27,2.0243201204881762,174257,0.20112583414046448,28000,-0.043607117828427036,1.496550194498395,1.945017587781693,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
28,2.0243201204881762,174257,0.20112583414046448,29000,-0.030839535167683337,1.4871384297964292,1.942396137128335,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
29,2.0336433543867947,124060,0.19180260024184603,30000,-0.06103033572479137,1.4848742771989631,2.0336433543867947,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
30,2.054951615554935,165908,0.1704943390737057,31000,0.015237611174725312,1.4800382202658078,2.054951615554935,random_search,110,2,42,2.2254459546286407,1000000,1000,10000,circle
1,1.9628608226776123,157235,0.2625851319510284,2000,0.018766104723881818,1.4758608514588873,1.9321784937248843,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
2,1.9628608226776123,157235,0.2625851319510284,3000,0.05615566328504606,1.4480451724926808,1.910408102640572,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
3,1.9628608226776123,157235,0.2625851319510284,4000,0.0352690758146553,1.4890403567678934,1.9433323176046813,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
4,1.9628608226776123,157235,0.2625851319510284,5000,0.04169594836957719,1.4586779657254205,1.9062973843367297,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
5,1.9716498217074276,160391,0.25379613292121306,6000,-0.030388779614964355,1.4906119843408625,1.9716498217074276,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
6,1.9716498217074276,160391,0.25379613292121306,7000,0.04093308850833989,1.4534389832129984,1.927511778560247,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
7,1.9716498217074276,160391,0.25379613292121306,8000,0.056679613868431074,1.4708215417224884,1.9053656296515622,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
8,1.9716498217074276,160391,0.25379613292121306,9000,-0.08854941775944514,1.4943604157362216,1.9201150805809668,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
9,1.9716498217074276,160391,0.25379613292121306,10000,-0.008756396325645302,1.5145379014977365,1.9469921164571349,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
10,2.0219688926234323,155336,0.20347706200520843,11000,0.06795253444961312,1.4791903578486798,2.0219688926234323,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
11,2.0219688926234323,155336,0.20347706200520843,12000,-0.01687501703751458,1.4887679872869644,1.9233970995571057,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
12,2.2254459546286407,173066,0.0,13000,0.007753826181569696,1.5003815446552073,2.2254459546286407,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
13,2.2254459546286407,173066,0.0,14000,0.026876179113147367,1.428148562654492,1.966691068364823,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
14,2.2254459546286407,173066,0.0,15000,0.012914138857863399,1.4808993174740983,1.992765205780036,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
15,2.2254459546286407,173066,0.0,16000,-0.017092718755727387,1.4662012636479382,2.0081875129333246,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
16,2.2254459546286407,173066,0.0,17000,-0.027641473555704472,1.4811754118766747,1.9987256817608008,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
17,2.2254459546286407,173066,0.0,18000,0.050580231736010166,1.4361159776072097,1.9043421306374126,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
18,2.2254459546286407,173066,0.0,19000,-0.031263776910905296,1.4717534711456863,1.9680216744795789,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
19,2.2254459546286407,173066,0.0,20000,0.020899705806509176,1.4521301579476318,1.893092907398322,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
20,2.2254459546286407,173066,0.0,21000,-0.018796557316658757,1.4845562104061074,1.9520234578525286,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
21,2.2254459546286407,173066,0.0,22000,0.056480248451704684,1.47142615366295,2.2254459546286407,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
22,2.2254459546286407,173066,0.0,23000,-0.04017362760316363,1.4845407152551302,2.0092315274499044,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
23,2.2254459546286407,173066,0.0,24000,-0.017581730072335905,1.4596762475488831,1.9569397435973979,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
24,2.2254459546286407,173066,0.0,25000,-0.01606642976022954,1.4765742076574815,1.9510462855832418,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
25,2.2254459546286407,173066,0.0,26000,-0.0012343092018127565,1.4727932035892013,2.0612473327380916,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
26,2.2254459546286407,173066,0.0,27000,-0.04750265598234471,1.4703894567121034,1.9283806419553486,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
27,2.2254459546286407,173066,0.0,28000,-0.010063183921896876,1.4633644298016584,1.9689305965797081,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
28,2.2254459546286407,173066,0.0,29000,0.00507829047280115,1.4642332795635948,1.951443692149461,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
29,2.2254459546286407,173066,0.0,30000,0.06168027084902644,1.451518114740642,2.0846313715724474,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
30,2.2254459546286407,173066,0.0,31000,0.03175368374417852,1.4754284024991766,1.907878836961014,random_search,120,3,42,2.2254459546286407,1000000,1000,10000,circle
1,1.9545735120773315,143347,0.27087244255130916,1006,1.6733962664716622,0.12070412381821935,1.8897079113359032,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
2,1.9545735120773315,143347,0.27087244255130916,2006,0.0695586490386511,1.4344515617976903,1.9201594179324184,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
3,1.9545735120773315,143347,0.27087244255130916,2008,1.7005700378658146,0.05561360639314117,1.7561836442589558,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
4,2.114275063607338,166928,0.11117089102130251,3008,-0.0633846916671571,1.4814095374531038,2.114275063607338,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
5,2.114275063607338,166928,0.11117089102130251,3012,1.7261256793076476,0.13951805066206258,1.8743109501173476,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
6,2.114275063607338,166928,0.11117089102130251,4012,0.038044159197948735,1.4639233910640768,1.945831972313804,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
7,2.114275063607338,166928,0.11117089102130251,5012,-0.06161797949122785,1.4778282144681976,1.8863173979382217,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
8,2.114275063607338,166928,0.11117089102130251,6012,-0.01623973120753068,1.4724063166278762,1.9995605566584063,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
9,2.114275063607338,166928,0.11117089102130251,6014,1.6917693331001833,0.02804233648071086,1.719811669580894,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
10,2.114275063607338,166928,0.11117089102130251,7014,0.06787359428347205,1.4728756020331164,1.953531180456562,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
11,2.114275063607338,166928,0.11117089102130251,8014,-0.026825361465365852,1.485557166028523,1.9187283521125236,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
12,2.114275063607338,166928,0.11117089102130251,9014,0.03151160110039953,1.4920987626256008,1.9149727654997746,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
13,2.114275063607338,166928,0.11117089102130251,10014,0.04810208963427242,1.458494220284722,1.98801463220221,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
14,2.114275063607338,166928,0.11117089102130251,11014,0.013027786435739026,1.4652667795582028,1.9923927100776329,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
15,2.129131480956617,140356,0.09631447367202384,12014,-0.008590330555772277,1.4643491867816154,2.129131480956617,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
16,2.129131480956617,140356,0.09631447367202384,12016,1.6246484652828892,0.10503486830338404,1.7296833335862734,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
17,2.129131480956617,140356,0.09631447367202384,13016,0.029409286323834792,1.4498068677852665,1.8728264502271872,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
18,2.129131480956617,140356,0.09631447367202384,14016,0.050144326733464854,1.4517442630416357,1.9729335758569628,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
19,2.129131480956617,140356,0.09631447367202384,15016,-0.02801968793309573,1.4493194151183681,1.9850458719237518,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
20,2.129131480956617,140356,0.09631447367202384,16016,0.0660896485502663,1.4532171242190457,1.9429730002490686,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
21,2.129131480956617,140356,0.09631447367202384,17016,-0.017737707093706354,1.4892568324405955,1.9448932983227503,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
22,2.129131480956617,140356,0.09631447367202384,18016,-0.057899235686540075,1.5136030331760135,1.943907937749505,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
23,2.129131480956617,140356,0.09631447367202384,19016,0.04506886006802852,1.4590148225471395,1.9487977654623447,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
24,2.129131480956617,140356,0.09631447367202384,20016,0.07862837258975022,1.4887091656312421,2.010585973227232,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
25,2.129131480956617,140356,0.09631447367202384,21016,0.03165558140190333,1.491913760581302,1.96627649419018,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
26,2.129131480956617,140356,0.09631447367202384,22016,-0.09507840944248705,1.5101429228308063,1.9672714716898252,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
27,2.129131480956617,140356,0.09631447367202384,23016,0.04045853293916406,1.460165339044659,1.9451547086001892,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
28,2.129131480956617,140356,0.09631447367202384,24016,0.06174090424733731,1.4753144129912958,1.9522076174927552,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
29,2.129131480956617,140356,0.09631447367202384,25016,0.01544775932045156,1.5046008257469252,2.0135177977599885,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
30,2.129131480956617,140356,0.09631447367202384,26016,0.04878508775090924,1.467641515836377,2.0528526195969286,bfs,100,1,42,2.2254459546286407,1000000,1000,10000,circle
1,1.9756745100021362,166194,0.24977144462650447,1006,1.7435116263543915,0.043636576959352066,1.80353214163665,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
2,1.9756745100021362,166194,0.24977144462650447,2006,-0.011644609864256769,1.4811585492262551,1.9648658518979754,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
3,1.9756745100021362,166194,0.24977144462650447,2010,1.667641174342164,0.12403521261348523,1.8014235836289154,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
4,1.9756745100021362,166194,0.24977144462650447,3010,0.025316982338859532,1.4747173929495092,1.9726606066940895,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
5,1.9756745100021362,166194,0.24977144462650447,3012,1.7418176370980802,0.021287117853060478,1.7631047549511407,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
6,1.9756745100021362,166194,0.24977144462650447,4012,0.028423727571984428,1.4771354980071847,1.9322131515579606,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
7,1.9933814054948504,151843,0.23206454913379027,5012,0.00942837466442148,1.4734332610646956,1.9933814054948504,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
8,1.9933814054948504,151843,0.23206454913379027,5016,1.7159158439830382,0.058953145220424184,1.7991720496619887,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
9,1.9933814054948504,151843,0.23206454913379027,6016,-0.006606086007992433,1.5056555830565965,1.9898947098767956,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
10,1.9933814054948504,151843,0.23206454913379027,6018,1.7091683747291149,0.01412208532799919,1.723290460057114,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
11,1.9933814054948504,151843,0.23206454913379027,7018,-0.022725384196637336,1.478078717968341,1.9374054853412706,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
12,1.9933814054948504,151843,0.23206454913379027,8018,0.030162768369603445,1.482870845141336,1.9393246692048016,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
13,1.9933814054948504,151843,0.23206454913379027,9018,0.006806085175734625,1.479103012793366,1.9249656097054182,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
14,1.9933814054948504,151843,0.23206454913379027,10018,-0.02337801941899101,1.4943310898574838,1.9520879064025347,bfs,110,2,42,2.2254459546286407,1000000,1000,10000,circle
